"Amount" "Sale" "Time" "Quits" "Neuroticism" "Extraversion" "Openness" "Agreeableness" "Conscientiousness"
"488" 35.42 1 0.876862320425281 TRUE 2.79166666666667 3.79166666666667 3.375 3.95833333333333 2.72916666666667
"489" 33.1 1 1.39581310235612 TRUE 2.97916666666667 3.3125 3.35416666666667 3.64583333333333 3.47916666666667
"490" 41.85 0 0.072119344583294 TRUE 3.14583333333333 3.5625 3.8125 3.4375 2.54166666666667
"491" 32.01 1 0.731659764370203 TRUE 2.60416666666667 3.75 3.33333333333333 3.64583333333333 3.02083333333333
"492" 42.03 1 0.20043121533591 TRUE 3.6875 2.74416666666667 4.10416666666667 2.79166666666667 2.91666666666667
"493" 32.99 0 0.629773137741447 TRUE 2.6875 3.35416666666667 3.04166666666667 3.375 3.1875
"494" 36.88 1 0.404189277986084 TRUE 2.52083333333333 3.47916666666667 3.54166666666667 3.4375 2.625
"495" 38.44 1 0.344859080117957 TRUE 3.5625 3.5625 3.3125 4 3.33645833333333
"496" 33.92 1 0.215710870146838 TRUE 2.70833333333333 3.54166666666667 3.6875 3.77083333333333 3.22916666666667
"497" 31.81 1 0.960767546582209 TRUE 2.70833333333333 3.8125 3.45916666666667 3.0625 3.25
"498" 35.14 1 0.786647423130864 FALSE 2.77375 3.54166666666667 3.1875 3.33520833333333 2.875
"499" 35 1 0.761148530300067 TRUE 2.76 3.60416666666667 3.97916666666667 3.66666666666667 2.97916666666667
"500" 31.06 1 1.15228965551624 FALSE 2.60416666666667 2.97916666666667 3.64583333333333 3.10416666666667 3.58333333333333
