"EmpID" "Month" "nSales" "TotSales"
"1745" 2500 5 14 14693.87
"1746" 2500 6 24 23679.55
"1747" 2500 7 7 6646.23
"1748" 2500 8 18 18816.07
"1749" 2500 9 17 17417.94
"1750" 2500 10 24 23093.73
"1751" 2500 11 25 24393.31
"1752" 2500 12 25 24824.06
"1753" 2501 1 NA NA
"1754" 2501 2 NA NA
"1755" 2501 3 NA NA
"1756" 2501 4 NA NA
"1757" 2501 5 14 13849.65
"1758" 2501 6 12 12854.86
"1759" 2501 7 17 16397.01
"1760" 2501 8 21 20156.91
"1761" 2501 9 17 16973.25
"1762" 2501 10 24 24509.61
"1763" 2501 11 17 17944.28
"1764" 2501 12 20 19170.44
"1765" 2502 1 NA NA
"1766" 2502 2 NA NA
"1767" 2502 3 NA NA
"1768" 2502 4 NA NA
"1769" 2502 5 17 18978.58
"1770" 2502 6 18 18813.71
"1771" 2502 7 25 26028.62
"1772" 2502 8 16 16445.14
"1773" 2502 9 26 26093.24
"1774" 2502 10 22 22295.39
"1775" 2502 11 21 20519.21
"1776" 2502 12 24 23138.91
"1777" 2503 1 NA NA
"1778" 2503 2 NA NA
"1779" 2503 3 NA NA
"1780" 2503 4 NA NA
"1781" 2503 5 19 18934.89
"1782" 2503 6 10 11181.89
"1783" 2503 7 24 24473.13
"1784" 2503 8 22 22487.61
"1785" 2503 9 21 20527.81
"1786" 2503 10 25 23206.42
"1787" 2503 11 27 25929.89
"1788" 2503 12 34 33579.49
"1789" 2504 1 NA NA
"1790" 2504 2 NA NA
"1791" 2504 3 NA NA
"1792" 2504 4 NA NA
"1793" 2504 5 19 18436.42
"1794" 2504 6 19 17302.82
"1795" 2504 7 30 30474.46
"1796" 2504 8 20 19388.83
"1797" 2504 9 22 23814.61
"1798" 2504 10 17 15438.43
"1799" 2504 11 21 20388.2
"1800" 2504 12 27 27398.28
