LOAN;MORTDUE;VALUE;REASON;JOB;YOJ;DEROG;DELINQ;CLAGE;NINQ;CLNO;DEBTINC;PAID;ID
15500;20800;173566;HomeImp;Self;6;0;0;292.03;0;26;25.563;1;2760
15500;82054;104627;DebtCon;Sales;3;0;0;9.05;1;35;60.646;0;2761
15500;116543;133986;DebtCon;0;17;0;0;164.68;1;18;37.571;1;2762
15500;17727;39746;0;Office;1;0;0;204.1;0;16;40.66;1;2763
15500;96426;122322;DebtCon;Office;12;0;0;226.28;0;12;40.868;1;2764
15600;NA;66837;0;0;9;0;0;94.69;0;15;26.323;1;2765
15600;83758;106992;HomeImp;ProfExe;3;0;0;127.67;1;24;39.015;1;2766
15600;102572;112721;DebtCon;Office;3;0;1;271.27;0;33;29.634;1;2767
15600;49151;62005;DebtCon;Other;4;0;0;185.65;0;14;36.021;1;2768
15600;102881;117868;DebtCon;Other;11;0;0;287.44;2;19;31.76;1;2769
15600;104458;137583;DebtCon;Other;1;0;0;280.79;0;46;41.235;1;2770
15600;27599;47615;HomeImp;Other;10;0;0;90.33;1;12;29.675;1;2771
15600;75701;106389;DebtCon;ProfExe;0;0;0;278.68;2;21;40.108;1;2772
15600;62622;106824;HomeImp;ProfExe;9;0;0;261.02;0;11;34.979;1;2773
15600;76724;96942;DebtCon;Other;0;1;0;157.41;1;18;34.24;1;2774
15600;89312;110431;HomeImp;ProfExe;2;0;0;110.43;1;25;39.213;1;2775
15600;105959;121747;DebtCon;Other;0;0;0;120.53;2;21;39.295;1;2776
15600;58728;92443;HomeImp;ProfExe;6;0;0;128.03;0;13;28.485;1;2777
15600;74156;101136;DebtCon;Mgr;11;0;3;107.39;0;24;27.696;0;2778
15600;63500;80000;DebtCon;Sales;0.2;3;0;104.57;2;20;NA;0;2779
15600;92789;123455;DebtCon;Other;13;0;0;176.73;0;26;36.544;1;2780
15600;68056;103179;HomeImp;ProfExe;7;0;0;263.39;1;12;37.183;1;2781
15600;47537;66581;DebtCon;Other;7;0;1;116.61;3;48;30.373;1;2782
15600;62582;131510;DebtCon;Self;2;0;2;122.6;1;17;38.588;0;2783
15600;51990;141518;DebtCon;Other;1;0;0;272.5;3;43;39.302;1;2784
15700;53443;77704;DebtCon;Office;2;0;5;73.09;0;16;45.195;0;2785
15700;80200;88545;DebtCon;Mgr;21;0;0;242.6;10;24;36.297;1;2786
15700;64625;93272;DebtCon;Office;0;0;0;178.89;0;24;23.744;1;2787
15700;64793;99157;HomeImp;ProfExe;22;0;0;244.73;1;23;38.328;1;2788
15700;135886;181894;DebtCon;Mgr;10;0;0;247.97;0;21;30.326;1;2789
15700;75764;97122;DebtCon;Other;5;2;0;70.73;0;21;24.432;1;2790
15700;35873;52800;HomeImp;Other;10;0;0;128.24;0;10;20.95;1;2791
15700;46423;72198;DebtCon;Other;0;NA;2;267.44;1;10;36.529;1;2792
15700;48093;65686;DebtCon;ProfExe;3;0;0;149.91;1;12;30.486;1;2793
15700;111367;127421;DebtCon;0;16;0;0;184.23;1;18;41.035;1;2794
15700;149305;NA;DebtCon;ProfExe;25;0;2;382.86;0;71;38.228;0;2795
15700;85384;101302;DebtCon;Other;1;0;0;128.29;0;22;41.57;1;2796
15700;95128;122248;DebtCon;Other;10;0;0;171.02;0;27;36.333;1;2797
15700;NA;28198;DebtCon;Other;12;NA;NA;87.62;2;9;32.445;1;2798
15700;79346;93472;DebtCon;Mgr;19;0;0;244.48;11;23;33.196;1;2799
15700;64185;84000;DebtCon;Other;0.2;2;2;112.03;2;26;NA;1;2800
15700;60316;80000;DebtCon;Mgr;0.2;1;0;85.2;1;23;NA;0;2801
15700;83761;125860;HomeImp;Other;1;0;0;NA;0;0;NA;0;2802
15700;16804;34294;DebtCon;Mgr;9;0;0;131.77;0;10;23.98;1;2803
15700;122646;204282;DebtCon;Other;2;0;0;201.92;0;17;26.318;1;2804
15700;87754;103045;HomeImp;Other;21;0;0;147.45;4;23;29.182;1;2805
15700;NA;54557;DebtCon;Office;2;0;0;93.04;2;8;41.256;1;2806
15700;99618;131710;DebtCon;Mgr;5;NA;NA;236.68;2;41;37.866;1;2807
15700;81709;111127;HomeImp;ProfExe;4;0;0;123.62;0;25;37.561;1;2808
15700;40314;60640;HomeImp;Other;25;0;0;255.53;0;13;22.541;1;2809
15700;46124;67964;DebtCon;ProfExe;6;0;0;155.75;2;12;28.798;1;2810
15700;74587;93180;DebtCon;Mgr;19;0;0;263.16;10;24;35.404;1;2811
15700;58410;89082;DebtCon;Office;29;0;0;211.81;0;21;31.058;1;2812
15700;53478;68885;DebtCon;Other;5;0;0;83.7;5;17;40.35;0;2813
15700;83830;122719;0;0;NA;NA;NA;NA;NA;NA;35.165;1;2814
15800;91095;109401;DebtCon;Sales;12;NA;1;154.36;0;17;33.526;1;2815
15800;51281;144202;DebtCon;Other;1;0;0;286;4;43;41.538;1;2816
15800;9407;60165;DebtCon;Sales;1;0;0;310.66;0;5;40.051;1;2817
15800;61073;90897;DebtCon;ProfExe;8;0;0;208.5;0;20;23.036;1;2818
15800;25344;79736;HomeImp;Other;NA;0;0;249.98;0;50;42.436;1;2819
15800;NA;30395;DebtCon;Other;12;NA;NA;85.27;2;8;33.565;1;2820
15800;89765;111792;DebtCon;ProfExe;1;0;2;143.36;1;34;33.059;1;2821
15800;NA;44144;HomeImp;Other;0;0;0;315.81;1;9;25.65;1;2822
15800;58100;83000;DebtCon;ProfExe;2;1;1;284.07;4;27;NA;0;2823
15800;NA;58995;HomeImp;Other;1;2;3;194.99;1;45;52.203;0;2824
15800;104913;121214;DebtCon;ProfExe;2;0;0;134;0;21;44.915;0;2825
15800;51163;157644;DebtCon;ProfExe;19;0;0;239.22;0;28;20.748;1;2826
15800;101246;142340;DebtCon;Office;2;NA;NA;109.29;2;16;33.771;1;2827
15800;78905;97628;DebtCon;Other;0;0;0;152.17;0;23;42.218;1;2828
15800;74815;89721;DebtCon;Mgr;16;0;0;NA;0;0;37.985;0;2829
15800;24939;39285;0;Office;2;0;0;209.04;0;16;38.888;1;2830
15800;103537;111139;DebtCon;Office;3;0;1;252.27;1;34;27.674;1;2831
15800;102552;138171;HomeImp;ProfExe;13;0;0;116.76;4;21;35.113;1;2832
15800;58388;100944;HomeImp;Other;0;0;3;51.53;1;10;39.863;1;2833
15800;NA;96579;DebtCon;Office;28;0;0;328.21;0;15;12.154;1;2834
15800;71820;89739;DebtCon;Other;0;1;1;122.96;1;25;33.519;1;2835
15800;94363;128434;DebtCon;Mgr;4;NA;NA;241.74;2;42;39.222;1;2836
15800;41661;80457;DebtCon;Mgr;3;0;1;137.32;0;8;27.434;1;2837
15800;NA;96642;DebtCon;Office;26;0;0;335.15;0;16;12.707;1;2838
15800;20665;43790;DebtCon;Mgr;8;0;0;108.41;0;11;22.827;1;2839
15800;42504;64847;HomeImp;Other;NA;0;0;120.74;2;18;36.834;0;2840
15800;46716;60231;DebtCon;Other;3;0;0;191.32;0;13;28.054;1;2841
15800;69928;NA;0;Other;23;0;3;82.44;1;14;32.327;0;2842
15800;74575;95815;DebtCon;Other;7;2;0;69.58;0;21;24.109;1;2843
15900;95120;114674;DebtCon;Office;4;0;1;278.89;0;34;28.232;1;2844
15900;46731;71521;DebtCon;ProfExe;18;0;0;192.14;0;22;40.362;1;2845
15900;96854;156450;DebtCon;Mgr;1;0;0;212.67;0;19;40.213;1;2846
15900;65827;97935;DebtCon;Office;1;0;0;160.42;4;20;32.6;1;2847
15900;52012;105877;HomeImp;Other;0;0;2;50.53;1;10;40.392;1;2848
15900;50715;70467;DebtCon;Other;0;NA;1;285.39;0;10;36.05;1;2849
15900;49516;105352;HomeImp;Other;0;0;2;54.44;0;9;40.271;1;2850
15900;94108;113888;HomeImp;Office;2;0;0;140.51;0;21;36.319;1;2851
15900;38514;50309;DebtCon;Other;6;1;0;101.83;1;16;38.878;1;2852
15900;79660;96393;DebtCon;Other;4;2;0;84.21;1;21;22.113;1;2853
15900;102564;120724;DebtCon;ProfExe;0;0;0;125.83;0;30;37.994;1;2854
15900;38860;68912;DebtCon;ProfExe;9;0;0;250.93;1;16;22.175;1;2855
15900;101412;119751;DebtCon;Other;9;0;0;299.95;2;18;30.177;1;2856
15900;97478;120514;DebtCon;Office;1;NA;3;264.26;1;29;41.84;1;2857
15900;48563;64679;DebtCon;ProfExe;4;0;0;156.1;2;12;27.809;1;2858
15900;42623;66458;DebtCon;ProfExe;4;0;0;146.83;1;12;30.289;1;2859
15900;69548;89775;DebtCon;Other;1;0;0;230.67;2;25;30.108;1;2860
15900;43830;59530;DebtCon;Other;4.6;1;0;148.13;1;27;NA;0;2861
15900;89500;104200;DebtCon;ProfExe;15;0;3;183.63;0;37;NA;0;2862
15900;107336;120451;DebtCon;Other;1;0;0;123.47;2;21;37.992;1;2863
15900;112973;129878;DebtCon;0;17;0;0;179.13;0;17;39.192;1;2864
15900;101337;NA;HomeImp;Other;4;0;0;235.63;0;23;20.723;0;2865
15900;68304;92271;DebtCon;Other;1;1;2;113.23;2;25;32.882;1;2866
15900;68079;90212;HomeImp;Other;NA;0;0;304.24;0;19;30.422;1;2867
15900;71841;96424;HomeImp;Office;10;NA;NA;111.44;0;11;36.955;1;2868
15900;88000;109500;DebtCon;ProfExe;7;0;0;138;2;21;NA;1;2869
15900;58518;82095;HomeImp;ProfExe;10;0;2;177.25;0;14;28.819;1;2870
15900;90017;114267;DebtCon;ProfExe;8;0;0;205.22;2;36;41.231;1;2871
15900;19639;171350;HomeImp;Self;8;0;0;311.31;0;26;26.877;1;2872
15900;94078;118359;DebtCon;Other;13;0;0;125.55;1;8;37.782;1;2873
15900;16744;52234;DebtCon;ProfExe;3;0;0;288.42;0;16;17.452;1;2874
16000;56295;77146;DebtCon;Office;0;0;0;190.4;0;24;31.737;1;2875
16000;NA;51792;DebtCon;Other;NA;NA;NA;340.68;NA;17;30.612;1;2876
16000;71861;95315;HomeImp;ProfExe;24;0;0;241.41;1;23;35.475;1;2877
16000;32918;52482;DebtCon;ProfExe;3;0;0;259.57;0;34;40.347;1;2878
16000;74459;103255;DebtCon;Other;6;3;0;72.86;1;21;24.935;1;2879
16000;20648;167020;HomeImp;Self;5;0;0;315.47;0;26;25.913;1;2880
16000;82097;100225;DebtCon;Other;0;0;0;129.37;0;22;39.827;1;2881
16000;133193;160919;DebtCon;Mgr;NA;0;0;223.34;0;18;37.302;1;2882
16000;88093;106943;DebtCon;ProfExe;7;0;0;207.2;1;36;42.573;1;2883
16000;20000;60000;HomeImp;Other;11;0;0;51.03;0;9;NA;0;2884
16000;31000;54000;DebtCon;Other;16;0;0;110.6;1;18;NA;1;2885
16000;101000;130000;DebtCon;ProfExe;7.5;0;0;102.5;0;14;NA;1;2886
16000;62200;89200;DebtCon;Other;1.9;0;0;176.53;1;31;NA;1;2887
16000;90900;152300;HomeImp;ProfExe;5;0;0;102.5;0;17;NA;1;2888
16000;42000;63400;HomeImp;Office;3.5;0;0;123.8;0;18;NA;1;2889
16000;38600;57822;DebtCon;Other;17;0;0;276.97;0;22;NA;1;2890
16000;96000;160050;0;Other;NA;1;NA;260.77;NA;24;NA;1;2891
16000;65000;91000;DebtCon;Mgr;0.2;0;0;85.23;0;17;NA;1;2892
16000;16300;128200;DebtCon;Other;10;0;0;366.27;1;10;NA;1;2893
16000;69322;106189;HomeImp;ProfExe;2;1;1;238.4;0;31;NA;0;2894
16000;83200;NA;DebtCon;ProfExe;0.6;0;0;318.57;9;27;NA;0;2895
16000;88238;117500;DebtCon;Other;4;0;3;176.47;5;34;NA;0;2896
16000;50000;71130;DebtCon;ProfExe;2.5;0;0;189.7;0;22;NA;0;2897
16000;70000;87400;DebtCon;Office;18;NA;3;145.87;3;18;NA;0;2898
16000;63005;90908;HomeImp;Other;NA;0;0;295.12;0;20;29.015;1;2899
16000;NA;33382;DebtCon;Other;13;NA;NA;84.93;1;9;33.721;1;2900
16000;98338;115759;DebtCon;Other;8;0;0;296.08;1;19;30.063;1;2901
16000;84505;108652;DebtCon;Office;30;NA;1;332.39;2;48;33.742;1;2902
16000;71670;84124;DebtCon;Other;10;0;0;81.6;3;12;32.949;1;2903
16000;52546;63837;DebtCon;Other;7;0;1;122.2;2;49;30.143;1;2904
16000;77067;94613;DebtCon;Other;5;0;0;207.41;3;18;41.059;1;2905
16000;NA;46140;DebtCon;Other;NA;NA;NA;344.58;NA;16;31.641;1;2906
16000;85228;91519;HomeImp;Office;NA;0;0;162.77;0;26;43.584;1;2907
16000;62973;87698;DebtCon;Office;1;0;0;156.43;0;24;23.571;1;2908
16000;140979;181166;DebtCon;Mgr;9;0;0;236.71;0;21;27.841;1;2909
16000;57944;89778;HomeImp;ProfExe;2;0;0;135.61;0;12;25.726;1;2910
16000;65901;85627;DebtCon;Office;5;0;0;117.36;0;20;21.445;1;2911
16000;66395;85782;DebtCon;Other;1;2;1;99.52;1;25;33.207;1;2912
16000;69861;87086;DebtCon;Other;7;0;0;205.33;2;18;43.436;1;2913
16100;49371;77400;DebtCon;Office;3;2;2;214.06;1;51;44.217;0;2914
16100;76644;103192;DebtCon;Other;5;2;0;76.08;0;20;24.188;1;2915
16100;94089;159427;HomeImp;ProfExe;6;0;0;101.96;0;16;35.995;1;2916
16100;NA;30695;HomeImp;Other;11;0;1;64.34;2;2;29.233;0;2917
16100;63798;91045;HomeImp;Other;NA;0;0;298.21;0;19;30.962;1;2918
16100;59734;93756;DebtCon;Office;31;0;0;210.16;0;21;32.596;1;2919
16100;99844;114647;DebtCon;Other;11;0;0;169.98;0;27;33.523;1;2920
16100;107758;124610;DebtCon;ProfExe;0;0;0;129.18;0;29;34.212;1;2921
16100;45973;64430;HomeImp;Office;3;0;0;117.07;0;17;33.825;1;2922
16100;63152;85097;DebtCon;Office;5;0;0;102.4;1;20;24.176;1;2923
16100;76981;106014;DebtCon;ProfExe;0;0;0;269.34;1;21;39.799;1;2924
16100;33209;52000;DebtCon;Other;8;0;0;91.3;1;15;NA;0;2925
16100;61712;82649;DebtCon;Other;12;0;0;94.65;0;9;27.549;0;2926
16100;105719;116491;DebtCon;Other;1;0;0;117.87;2;20;38.764;1;2927
16100;47198;79384;DebtCon;Other;1;NA;1;297.48;1;9;36.736;1;2928
16100;41379;57862;DebtCon;Other;17;0;0;282.01;0;21;30.708;1;2929
16100;54715;71673;DebtCon;Office;1;0;0;186.22;0;25;29.671;1;2930
16100;49244;65523;HomeImp;Office;2;0;0;110.22;0;17;31.002;1;2931
16100;NA;29725;DebtCon;Other;11;NA;NA;85.95;2;8;33.496;1;2932
16100;26276;168105;HomeImp;Self;7;0;0;336.2;0;26;25.992;1;2933
16100;51041;72749;DebtCon;Other;8;0;0;90.33;2;15;43.898;1;2934
16100;72942;99544;DebtCon;Other;5;2;0;54.95;1;20;23.283;1;2935
16100;81145;92943;DebtCon;ProfExe;8;1;2;343.5;NA;41;37.558;1;2936
16100;68905;91572;DebtCon;Office;3;0;0;165.46;0;25;24.92;1;2937
16200;43794;69458;HomeImp;Office;2;0;0;140.5;0;18;31.11;1;2938
16200;25329;37433;DebtCon;ProfExe;21;1;0;207.16;2;16;32.718;1;2939
16200;104896;137950;DebtCon;Office;2;NA;NA;112.28;2;15;32.761;1;2940
16200;62258;92595;DebtCon;Office;2;0;0;177.85;0;25;22.22;1;2941
16200;49552;82523;DebtCon;Mgr;4;0;0;131.71;1;8;28.172;1;2942
16200;68873;101797;HomeImp;ProfExe;23;0;0;220.97;0;23;36.259;1;2943
16200;87248;116407;DebtCon;Other;20;0;0;270.01;1;16;24.543;1;2944
16200;49780;109050;HomeImp;Office;2;NA;2;128.29;0;23;39.577;1;2945
16200;NA;95280;0;Other;NA;0;0;194.46;1;10;33.124;1;2946
16200;70703;87682;DebtCon;Other;10;0;0;87.21;3;10;31.379;1;2947
16200;62783;94394;DebtCon;Office;1;0;0;167.43;0;25;23.691;1;2948
16200;83448;135447;DebtCon;Mgr;17;0;5;129.78;9;19;45.554;0;2949
16200;53600;73500;DebtCon;Other;5;NA;NA;104.73;1;8;NA;1;2950
16200;95465;114758;DebtCon;Other;7;0;0;298.46;2;19;32.623;1;2951
16200;71530;88569;DebtCon;Mgr;14;0;0;NA;0;1;35.887;0;2952
16200;96049;129091;DebtCon;Mgr;5;NA;NA;251.16;3;42;36.692;1;2953
16200;22956;44866;DebtCon;Mgr;16;0;0;114.76;1;17;24.091;1;2954
16200;118585;131940;DebtCon;Sales;5;0;0;202.39;2;40;23.977;0;2955
16200;23466;206368;DebtCon;Mgr;9;7;3;141.03;10;41;32.368;0;2956
16200;86021;113030;DebtCon;Other;20;0;0;284.16;0;17;26.65;1;2957
16200;105502;117705;DebtCon;Other;0;0;0;125.24;2;21;38.811;1;2958
16200;76211;104348;DebtCon;Other;0;0;0;141.05;1;18;33.334;1;2959
16200;81933;131208;DebtCon;ProfExe;13;0;0;308.53;0;19;29.604;1;2960
16200;34984;46382;DebtCon;Other;11;0;0;175.14;3;20;39.741;0;2961
16200;46115;61917;HomeImp;Other;2;0;0;259.36;0;47;43.717;0;2962
16300;31800;63000;DebtCon;Other;12;1;5;124.9;1;14;NA;0;2963
16300;22352;165315;HomeImp;Self;9;0;0;304.33;0;27;27.562;1;2964
16300;7774;88649;HomeImp;Other;14;0;1;257.92;0;22;28.13;1;2965
16300;79087;102921;DebtCon;Sales;23;0;0;256.25;0;45;36.987;0;2966
16300;84480;101243;DebtCon;Office;30;NA;0;337.34;2;49;35.413;1;2967
16300;71510;89756;DebtCon;Other;2;0;0;193.14;0;30;31.414;1;2968
16300;105169;134992;DebtCon;Other;1;0;0;277.99;0;46;41.95;1;2969
16300;96431;161284;0;Other;NA;0;NA;256.37;NA;23;39.078;1;2970
16300;67524;85577;DebtCon;Other;8;0;0;75.43;3;11;31.762;1;2971
16300;43500;69875;DebtCon;ProfExe;5;0;0;245.53;3;32;NA;1;2972
16300;25004;65000;DebtCon;Other;2;0;0;199.83;0;7;NA;0;2973
16300;56075;88870;0;ProfExe;11;0;0;NA;1;16;24.689;1;2974
16300;59901;83232;HomeImp;Other;NA;0;0;284.51;0;20;27.899;1;2975
16300;49868;76131;DebtCon;Other;9;0;0;81.27;2;9;40.373;0;2976
16300;69327;102426;HomeImp;ProfExe;8;0;0;246.75;1;12;36.409;1;2977
16300;32188;78914;HomeImp;Other;NA;0;0;250.73;0;49;40.722;1;2978
16300;102826;114692;DebtCon;Other;8;0;0;317.51;1;18;31.914;1;2979
16300;34297;42629;HomeImp;Other;9;0;0;80.49;2;11;30.285;1;2980
16300;66038;98585;DebtCon;Office;1;0;0;162.07;3;19;32.753;1;2981
16400;50941;78801;DebtCon;ProfExe;4;0;0;266.04;2;32;32.904;1;2982
16400;74904;92308;DebtCon;Other;6;0;0;202.49;3;19;42.42;1;2983
16400;62786;79154;DebtCon;0;7;NA;NA;NA;NA;NA;24.839;1;2984
16400;21857;51994;HomeImp;ProfExe;7;0;0;201.93;0;14;NA;1;2985
16400;71264;94726;DebtCon;Other;1;0;0;177.26;1;31;35.034;1;2986
16400;119879;128546;DebtCon;0;16;0;0;183;0;17;40.851;1;2987
16400;86623;124048;0;0;NA;NA;NA;NA;NA;NA;35.811;1;2988
16400;54818;74447;DebtCon;Office;3;2;3;208.09;1;50;41.956;0;2989
16400;57139;164133;DebtCon;ProfExe;21;0;0;238.46;0;27;22.207;1;2990
16400;73466;89453;DebtCon;Other;4;0;0;198.83;3;19;41.523;1;2991
16400;63574;88586;HomeImp;Other;NA;0;0;298.15;0;20;29.153;1;2992
16400;82869;94390;DebtCon;ProfExe;8;0;2;358.05;NA;42;39.061;1;2993
16400;57651;76854;DebtCon;Office;1;0;0;172.2;0;25;31.82;1;2994
16400;48700;72500;DebtCon;Other;NA;0;1;127.3;1;39;NA;0;2995
16400;81700;109025;DebtCon;ProfExe;10;0;0;155.27;3;19;NA;1;2996
16400;62018;91832;DebtCon;ProfExe;9;0;0;202.32;0;19;20.38;1;2997
16400;NA;51454;DebtCon;Other;NA;NA;NA;338.11;NA;17;33.492;1;2998
16400;107669;115881;DebtCon;Other;0;0;0;136.81;1;21;39.7;1;2999
16400;47428;76483;DebtCon;ProfExe;4;0;0;232.32;3;31;33.107;1;3000
16400;58664;89589;DebtCon;Office;27;0;0;211.44;0;21;34.256;1;3001
16400;71906;86144;DebtCon;Office;2;0;0;126.17;1;20;23.698;1;3002
16400;89858;105796;DebtCon;Office;29;NA;1;340.71;2;49;36.004;1;3003
16400;100014;122281;DebtCon;ProfExe;0;0;0;123.13;0;30;34.937;1;3004
16400;65898;85424;HomeImp;ProfExe;10;0;1;173.53;0;14;26.932;1;3005
16400;86422;116097;0;0;NA;NA;NA;NA;NA;NA;35.599;1;3006
16400;102103;133626;DebtCon;ProfExe;5;0;0;95.37;0;14;31.275;1;3007
16400;85601;100078;HomeImp;Office;NA;0;0;176.7;1;25;43.027;1;3008
16500;44330;72618;DebtCon;Other;6;0;0;101.5;2;15;41.457;1;3009
16500;48491;112677;HomeImp;Office;2;NA;2;138.1;1;23;37.253;1;3010
16500;47636;59586;DebtCon;Other;16;0;0;284.07;0;21;29.969;1;3011
16500;52028;63745;DebtCon;Other;7;0;0;105.53;4;18;41.345;0;3012
16500;44110;65748;DebtCon;Other;7;0;0;99.19;3;14;41.416;1;3013
16500;NA;88454;DebtCon;Office;30;0;0;320.42;0;16;14.098;1;3014
16500;94403;NA;DebtCon;Office;9;0;1;217.79;0;19;NA;0;3015
16500;64992;97348;HomeImp;Office;8;NA;NA;123.67;0;11;36.108;1;3016
16500;97010;128101;DebtCon;Mgr;9;NA;NA;250.68;2;41;36.933;1;3017
16500;77049;98658;DebtCon;Other;5;3;0;77.99;0;21;23.12;1;3018
16500;92900;116000;DebtCon;Mgr;10;1;NA;83.17;1;27;NA;0;3019
16500;64081;100796;HomeImp;ProfExe;22;0;1;243.94;1;24;38.328;1;3020
16500;23169;41677;DebtCon;ProfExe;20;0;0;208.08;2;15;34.431;1;3021
16500;48833;68872;DebtCon;Other;1;0;0;60.39;0;12;22.46;0;3022
16500;143404;165267;DebtCon;Mgr;14;0;1;169.74;1;31;36.178;0;3023
16500;NA;42894;HomeImp;Other;1;0;0;331.43;0;8;26.896;1;3024
16500;67619;93500;HomeImp;ProfExe;8;0;0;82.17;0;16;NA;1;3025
16500;56500;80000;DebtCon;Other;2;0;0;308.43;3;16;NA;1;3026
16500;163000;193000;DebtCon;ProfExe;10;0;0;262.73;1;38;NA;1;3027
16500;76000;110000;DebtCon;Mgr;18;0;0;242.5;5;31;NA;1;3028
16500;65900;87000;DebtCon;Other;26;0;3;109.57;5;35;NA;0;3029
16500;50000;NA;DebtCon;Mgr;1;0;0;120.73;3;11;NA;0;3030
16500;67000;109500;DebtCon;Mgr;2;4;0;217.1;2;24;NA;0;3031
16500;126872;167611;DebtCon;Office;5;0;0;136.12;1;21;26.405;1;3032
16500;51758;138693;DebtCon;Other;2;0;0;283.07;5;43;39.717;1;3033
16500;52030;158296;DebtCon;ProfExe;20;0;0;218.54;0;27;22.485;1;3034
16500;43223;46925;DebtCon;Other;10;0;0;178;4;20;40.206;0;3035
16500;44946;64918;HomeImp;Other;25;0;0;247.28;0;14;24.358;1;3036
16500;48674;73720;DebtCon;ProfExe;17;0;0;186.47;0;23;38.374;1;3037
16500;8795;164000;HomeImp;Mgr;23;0;0;76.07;2;21;NA;1;3038
16500;74263;98922;DebtCon;Office;0;0;0;139.83;3;20;31.814;1;3039
16500;102552;144461;DebtCon;Office;1;NA;NA;136.72;2;15;34.108;1;3040
16500;42317;66966;HomeImp;ProfExe;3;0;0;206.24;3;17;35.006;1;3041
16500;94920;118156;DebtCon;Other;9;0;0;295.29;2;18;32.172;1;3042
16500;NA;29168;DebtCon;Other;11;NA;NA;102.13;2;8;31.567;1;3043
16500;45441;76145;DebtCon;Mgr;4;0;0;124.03;1;8;28.173;1;3044
16500;36206;53040;HomeImp;Other;9;0;0;118.3;0;9;17.748;1;3045
16600;9626;96887;HomeImp;Other;14;0;0;263.77;0;23;28.675;1;3046
16600;77380;123638;0;0;NA;NA;NA;NA;NA;NA;34.119;1;3047
16600;95860;123546;DebtCon;Office;0;NA;2;252.76;1;29;40.609;1;3048
16600;81275;106691;DebtCon;ProfExe;1;0;0;289.38;1;20;38.475;1;3049
16600;57094;94944;0;ProfExe;9;0;0;NA;0;15;24.023;1;3050
16600;97749;164103;0;Other;NA;1;NA;263.85;NA;23;37.387;1;3051
16600;102543;119493;DebtCon;Office;3;0;0;276.69;0;33;29.284;1;3052
16600;55912;81552;DebtCon;Other;6;NA;NA;106.51;0;7;36.764;1;3053
16600;45877;68563;HomeImp;Office;2;1;0;119.5;0;18;33.073;1;3054
16600;74784;100221;DebtCon;Mgr;1;0;0;90.05;0;17;25.708;1;3055
16600;42259;NA;DebtCon;Other;1.5;1;3;209.97;0;20;NA;0;3056
16600;NA;50732;DebtCon;Office;0;0;0;96.36;2;9;42.399;1;3057
16600;NA;56631;DebtCon;Office;2;0;0;98.76;1;8;39.8;1;3058
16600;71564;84627;DebtCon;Office;5;0;0;114.64;1;20;22.323;1;3059
16600;74681;95471;DebtCon;Other;6;0;0;187.65;4;19;40.454;1;3060
16600;28694;44165;DebtCon;ProfExe;20;0;1;206.72;2;16;30.639;1;3061
16600;NA;43880;DebtCon;Other;NA;NA;NA;351.73;NA;15;31.534;1;3062
16600;69644;100411;DebtCon;Office;0;0;0;149.1;4;19;29.726;1;3063
16600;71096;104437;HomeImp;ProfExe;9;0;0;246.96;1;12;37.1;1;3064
16700;62933;91790;DebtCon;Other;2;0;0;185.37;0;31;35.257;1;3065
16700;64862;107919;HomeImp;ProfExe;10;0;0;260.16;0;11;36.824;1;3066
16700;62933;95498;DebtCon;Office;0;0;1;161.66;0;25;24.263;1;3067
16700;NA;29387;DebtCon;Other;13;NA;NA;80.82;2;8;33.364;1;3068
16700;102687;137417;DebtCon;ProfExe;7;0;0;97.76;0;14;31.108;1;3069
16700;86076;130341;DebtCon;ProfExe;12;0;0;295.95;0;18;28.448;1;3070
16700;31135;60478;DebtCon;Other;14;0;0;105.13;0;18;39.123;1;3071
16700;43794;61446;DebtCon;0;6;0;0;96.45;1;9;28.453;1;3072
16700;54079;112463;HomeImp;Office;1;NA;3;134.93;1;23;37.034;1;3073
16700;51310;76704;DebtCon;Other;2;NA;2;271.65;0;10;37.63;1;3074
16700;11059;92706;HomeImp;Other;13;0;1;262.61;0;23;29.885;1;3075
16700;59207;83146;DebtCon;Other;2;0;0;309.5;3;15;43.488;1;3076
16700;77083;103540;DebtCon;Other;17;0;0;170.81;NA;10;37.226;0;3077
16700;67238;96535;HomeImp;Office;7;NA;NA;103.47;0;10;39.35;1;3078
16700;NA;56374;DebtCon;Office;1;0;0;73.43;1;9;40.829;1;3079
16700;29404;45209;DebtCon;ProfExe;20;0;1;195.55;2;16;31.058;1;3080
16700;12830;56465;DebtCon;ProfExe;3;0;0;301.15;0;15;18.251;1;3081
16700;53423;85685;HomeImp;ProfExe;5;0;0;109.43;0;12;28.161;1;3082
16700;5106;93277;HomeImp;Other;14;0;0;269.96;0;23;29.876;1;3083
16700;105556;136568;DebtCon;Other;0;0;0;273.73;0;47;40.042;1;3084
16800;57329;83695;DebtCon;Other;3;0;0;295;2;16;40.625;1;3085
16800;76852;90429;DebtCon;Other;6;0;0;183.84;3;18;42.297;1;3086
16800;44983;65000;DebtCon;Sales;4;2;1;77.03;6;43;NA;0;3087
16800;27623;88231;DebtCon;ProfExe;8;0;0;122.46;0;12;55.962;0;3088
16800;56979;90008;HomeImp;ProfExe;10;0;2;178.93;1;12;27.816;1;3089
16800;69284;NA;DebtCon;Office;21;0;0;190.69;1;20;35.894;0;3090
16800;50050;140222;DebtCon;Other;4;0;0;272.5;5;43;40.033;1;3091
